Sales,Buy,Duration,PageViews
0,No Buy,15,16
0,No Buy,2,2
0,No Buy,2,3
0,No Buy,8,15
0,No Buy,18,31
0,No Buy,53,23
0,No Buy,1,3
0,No Buy,4,4
0,No Buy,13,10
0,No Buy,13,3
0,No Buy,3,3
0,No Buy,1,5
0,No Buy,10,9
0,No Buy,12,16
0,No Buy,24,31
0,No Buy,29,19
0,No Buy,4,4
0,No Buy,51,22
0,No Buy,5,6
0,No Buy,6,5
0,No Buy,1,3
0,No Buy,14,5
0,No Buy,1,2
9.99,Buy,22,33
0,No Buy,21,17
0,No Buy,29,18
0,No Buy,8,2
0.99,Buy,22,2
0,No Buy,30,4
0,No Buy,29,37
0,No Buy,39,18
0,No Buy,3,3
0,No Buy,1,3
0,No Buy,4,10
0,No Buy,81,45
0,No Buy,58,56
0,No Buy,31,22
0,No Buy,2,4
0,No Buy,13,3
0.99,Buy,57,61
0,No Buy,1,3
0,No Buy,15,4
0,No Buy,10,10
0,No Buy,16,10
0,No Buy,5,6
0,No Buy,7,11
7.99,Buy,30,33
0,No Buy,4,4
0,No Buy,5,3
0.99,Buy,9,10
0,No Buy,9,3
0,No Buy,31,39
0,No Buy,2,5
0,No Buy,15,19
0,No Buy,14,6
0,No Buy,1,2
0,No Buy,11,3
0,No Buy,17,5
0,No Buy,12,4
0,No Buy,5,4
0,No Buy,1,2
0,No Buy,44,22
0,No Buy,5,6
0,No Buy,21,28
0,No Buy,1,4
0,No Buy,1,2
0,No Buy,3,4
0.99,Buy,2,3
0,No Buy,31,5
0.99,Buy,2,2
0,No Buy,32,9
0.99,Buy,1,3
0.99,Buy,2,3
0,No Buy,15,7
0,No Buy,2,2
0.99,Buy,21,11
0.99,Buy,54,21
0.99,Buy,23,9
0,No Buy,11,2
0,No Buy,8,13
0,No Buy,2,3
0.99,Buy,4,2
0.99,Buy,1,2
0,No Buy,1,2
0,No Buy,7,5
0.99,Buy,10,5
0.99,Buy,31,24
0,No Buy,2,4
0.99,Buy,2,2
0,No Buy,1,6
0,No Buy,15,12
0,No Buy,52,13
0,No Buy,4,9
0,No Buy,3,4
0,No Buy,6,11
0,No Buy,28,2
0,No Buy,1,3
0,No Buy,1,4
0,No Buy,28,12
0,No Buy,21,8
0,No Buy,1,2
0,No Buy,1,2
0,No Buy,17,17
0,No Buy,3,3
0,No Buy,6,5
0,No Buy,4,2
0,No Buy,1,8
0.99,Buy,153,62
0,No Buy,22,13
0,No Buy,38,10
0.99,Buy,2,5
0.99,Buy,38,18
0,No Buy,5,3
0,No Buy,1,1
0,No Buy,12,17
0,No Buy,15,14
0,No Buy,1,2
0.99,Buy,22,33
0,No Buy,2,9
0,No Buy,1,3
0.99,Buy,41,34
0,No Buy,17,7
0.99,Buy,33,12
9.99,Buy,4,20
0.99,Buy,8,7
0.99,Buy,7,7
0.99,Buy,5,5
0.99,Buy,17,17
0.99,Buy,6,6
0.99,Buy,27,8
0,No Buy,4,3
0.99,Buy,14,8
0,No Buy,3,3
0,No Buy,5,4
0.99,Buy,40,20
0.99,Buy,21,16
0.99,Buy,1,2
0.99,Buy,3,4
0.99,Buy,7,9
0,No Buy,2,2
0.99,Buy,3,5
0.99,Buy,2,4
0.99,Buy,4,2
0,No Buy,12,14
0.99,Buy,2,3
0.99,Buy,1,2
0.99,Buy,8,3
0.99,Buy,37,5
0.99,Buy,2,2
0,No Buy,11,3
0.99,Buy,39,31
0.99,Buy,7,2
0.99,Buy,4,3
0.99,Buy,18,5
0.99,Buy,23,14
0.99,Buy,1,3
0.99,Buy,17,6
0.99,Buy,3,5
0,No Buy,2,3
0.99,Buy,3,4
0.99,Buy,67,15
0.99,Buy,25,8
0.99,Buy,23,10
0.99,Buy,17,5
7.99,Buy,23,54
0,No Buy,7,2
0.99,Buy,1,3
0,No Buy,8,3
0,No Buy,1,4
0.99,Buy,14,7
0,No Buy,5,2
0.99,Buy,4,6
0.99,Buy,25,12
0,No Buy,1,2
0.99,Buy,27,3
0.99,Buy,2,2
0.99,Buy,7,6
0,No Buy,1,6
0.99,Buy,12,5
0.99,Buy,263,67
0.99,Buy,7,8
0.99,Buy,39,24
0.99,Buy,14,10
0,No Buy,3,9
0,No Buy,2,4
0,No Buy,4,3
0,No Buy,21,2
0,No Buy,2,3
0,No Buy,14,5
9.99,Buy,41,40
0,No Buy,1,3
0,No Buy,5,4
0.99,Buy,30,22
0,No Buy,1,4
0,No Buy,1,4
0,No Buy,1,4
0,No Buy,1,3
0,No Buy,28,4
0,No Buy,37,5
0,No Buy,2,4
0,No Buy,25,14
0,No Buy,6,5
0,No Buy,11,9
0,No Buy,1,2
0,No Buy,23,21
0,No Buy,2,4
0.99,Buy,6,5
0,No Buy,3,3
0,No Buy,58,17
0,No Buy,25,9
0,No Buy,1,2
0,No Buy,14,2
0,No Buy,14,11
0,No Buy,16,12
0,No Buy,13,10
0,No Buy,19,15
0.99,Buy,18,4
0.99,Buy,24,7
0,No Buy,31,16
0,No Buy,3,4
0,No Buy,12,11
0.99,Buy,5,6
0.99,Buy,45,17
0,No Buy,23,15
0.99,Buy,12,6
118.95,Buy,59,51
0,No Buy,12,6
0,No Buy,10,4
0,No Buy,18,12
0,No Buy,12,7
0,No Buy,3,3
0.99,Buy,8,7
0,No Buy,1,2
0.99,Buy,5,4
0,No Buy,12,7
0,No Buy,1,2
0,No Buy,16,14
0,No Buy,3,4
0,No Buy,2,3
1.99,Buy,27,4
0.99,Buy,10,9
0.99,Buy,27,12
0,No Buy,10,8
0,No Buy,16,14
0,No Buy,7,4
0,No Buy,18,11
0,No Buy,14,9
0.99,Buy,3,4
0.99,Buy,2,3
0,No Buy,33,12
0,No Buy,32,13
0,No Buy,1,2
0.99,Buy,19,12
0,No Buy,3,4
0,No Buy,6,8
0,No Buy,8,4
0.99,Buy,24,2
0,No Buy,7,3
0,No Buy,16,7
0.99,Buy,28,2
0,No Buy,8,2
0.99,Buy,43,3
0.99,Buy,33,3
0.99,Buy,21,4
0,No Buy,30,2
0,No Buy,46,3
0,No Buy,29,2
0,No Buy,28,2
0,No Buy,6,4
0,No Buy,4,1
0,No Buy,1,2
0,No Buy,6,7
0,No Buy,9,13
1297.95,Buy,37,36
0,No Buy,9,9
0,No Buy,2,8
0,No Buy,3,2
0,No Buy,5,4
0,No Buy,4,4
0,No Buy,2,6
0,No Buy,16,8
0,No Buy,44,20
0,No Buy,3,13
0,No Buy,27,12
0,No Buy,1,5
0,No Buy,1,2
0,No Buy,2,6
0,No Buy,18,13
0,No Buy,2,5
0,No Buy,17,14
0.99,Buy,16,21
0.99,Buy,31,9
0.99,Buy,4,4
0.99,Buy,5,2
0,No Buy,5,3
0.99,Buy,5,5
0.99,Buy,17,13
0.99,Buy,40,23
0.99,Buy,16,35
0,No Buy,18,13
0,No Buy,3,5
0,No Buy,5,6
0,No Buy,2,4
0,No Buy,9,11
0,No Buy,2,4
0,No Buy,3,7
0,No Buy,23,14
0,No Buy,1,3
0,No Buy,1,4
0,No Buy,2,2
0,No Buy,56,74
0,No Buy,56,26
0,No Buy,22,6
0,No Buy,3,5
0,No Buy,1,5
0,No Buy,7,6
0,No Buy,7,5
0,No Buy,1,3
0,No Buy,26,12
0,No Buy,2,3
0,No Buy,1,5
0,No Buy,1,5
0,No Buy,35,7
0,No Buy,1,4
0,No Buy,13,19
0,No Buy,9,9
0,No Buy,6,9
0,No Buy,6,6
0,No Buy,1,4
0.99,Buy,6,16
0.99,Buy,1,2
11.99,Buy,1,15
0,No Buy,28,8
0,No Buy,1,4
0,No Buy,28,10
0,No Buy,30,32
0,No Buy,3,3
0,No Buy,7,5
0.99,Buy,94,32
0,No Buy,9,4
0,No Buy,11,9
0,No Buy,29,7
0,No Buy,9,5
0,No Buy,4,9
0,No Buy,9,3
0.99,Buy,40,19
0.99,Buy,39,18
0.99,Buy,44,15
0.99,Buy,6,6
0,No Buy,6,3
0.99,Buy,25,9
0,No Buy,2,6
0.99,Buy,92,49
0.99,Buy,15,12
0,No Buy,1,4
0,No Buy,1,2
9.99,Buy,2,16
0.99,Buy,7,15
9.99,Buy,13,63
9.99,Buy,1,21
0,No Buy,3,5
0,No Buy,7,9
0,No Buy,1,2
0,No Buy,5,7
0,No Buy,48,10
0.99,Buy,4,5
0,No Buy,4,8
0.99,Buy,42,19
0,No Buy,3,7
0,No Buy,1,3
0.99,Buy,59,42
0,No Buy,5,6
0.99,Buy,2,3
0.99,Buy,40,29
0.99,Buy,3,3
0.99,Buy,14,15
0,No Buy,24,5
0,No Buy,3,3
0.99,Buy,81,44
0.99,Buy,48,49
1.29,Buy,13,9
0.99,Buy,6,5
0.99,Buy,6,7
0.99,Buy,11,18
0.99,Buy,49,19
0.99,Buy,15,17
0,No Buy,7,10
0.99,Buy,29,12
0,No Buy,2,2
0,No Buy,2,3
0.99,Buy,37,13
0.99,Buy,57,49
0.99,Buy,6,4
0.99,Buy,52,36
0.99,Buy,4,8
0,No Buy,28,35
0,No Buy,8,5
0.99,Buy,2,3
0.99,Buy,17,9
0.99,Buy,36,33
0.99,Buy,42,19
0.99,Buy,21,15
0,No Buy,1,5
0,No Buy,3,5
0.99,Buy,14,15
0.99,Buy,3,3
0.99,Buy,9,12
0.99,Buy,34,15
0.99,Buy,7,10
0.99,Buy,29,16
0.99,Buy,16,17
0.99,Buy,13,13
0.99,Buy,1,2
0,No Buy,12,3
0,No Buy,17,8
0.99,Buy,3,7
0.99,Buy,38,36
0.99,Buy,11,7
0.99,Buy,31,36
0.99,Buy,6,9
0.99,Buy,7,7
0.99,Buy,34,11
0.99,Buy,24,19
0.99,Buy,11,5
0,No Buy,10,4
0,No Buy,1,2
0,No Buy,1,3
0,No Buy,5,3
0.99,Buy,10,9
0,No Buy,1,2
0.99,Buy,2,2
0.99,Buy,12,10
0.99,Buy,8,4
0.99,Buy,17,18
0,No Buy,2,3
0.99,Buy,12,7
0,No Buy,1,2
0,No Buy,9,4
0.99,Buy,25,6
0,No Buy,6,2
0.99,Buy,45,24
0,No Buy,7,4
0,No Buy,3,3
0.99,Buy,1,4
0.99,Buy,11,7
0,No Buy,5,4
0.99,Buy,9,7
0.99,Buy,2,4
0.99,Buy,1,2
0.99,Buy,18,16
0.99,Buy,57,19
0.99,Buy,34,20
0.99,Buy,8,6
0,No Buy,1,2
0,No Buy,8,2
0.99,Buy,2,4
0.99,Buy,6,7
0,No Buy,9,3
9.99,Buy,24,18
0,No Buy,19,26
0,No Buy,21,2
0,No Buy,36,15
0.99,Buy,5,6
0,No Buy,26,2
0.99,Buy,42,47
0,No Buy,1,8
0,No Buy,6,6
0,No Buy,1,4
0,No Buy,1,2
0,No Buy,10,3
0,No Buy,5,4
0,No Buy,1,2
0,No Buy,16,9
0,No Buy,22,9
1.99,Buy,3,3
0,No Buy,4,5
0,No Buy,21,14
0,No Buy,7,6
0,No Buy,10,4
1.99,Buy,5,6
0,No Buy,33,12
0,No Buy,31,12
1.99,Buy,19,10
0,No Buy,4,2
0,No Buy,8,2
0,No Buy,2,2
0,No Buy,5,4
0,No Buy,2,3
0,No Buy,13,6
0,No Buy,8,5
0,No Buy,16,4
0,No Buy,12,6
0,No Buy,5,2
1.99,Buy,3,12
0,No Buy,20,7
1.99,Buy,44,7
0,No Buy,1,2
0,No Buy,11,6
1.99,Buy,68,21
0,No Buy,4,3
0,No Buy,38,17
0,No Buy,2,2
0,No Buy,15,15
0,No Buy,22,12
0,No Buy,11,4
0,No Buy,4,4
0,No Buy,1,2
0,No Buy,7,9
0,No Buy,3,6
0,No Buy,11,7
0,No Buy,27,6
0,No Buy,5,3
0,No Buy,1,2
0,No Buy,3,3
0,No Buy,14,8
0.99,Buy,19,3
0,No Buy,8,2
0,No Buy,13,4
0,No Buy,5,4
0,No Buy,6,5
0,No Buy,5,3
0,No Buy,1,2
0,No Buy,3,2
0,No Buy,1,2
0,No Buy,2,2
0,No Buy,22,3
0.99,Buy,30,20
0.99,Buy,3,2
0.99,Buy,23,12
0,No Buy,3,4
0,No Buy,8,7
0,No Buy,32,13
0,No Buy,2,4
1.99,Buy,2,2
0,No Buy,7,3
0,No Buy,11,8
0.99,Buy,20,8
0,No Buy,7,5
0.99,Buy,44,17
0,No Buy,4,3
0,No Buy,5,8
0,No Buy,13,6
0,No Buy,46,37
0.99,Buy,16,5
0,No Buy,2,2
0,No Buy,3,3
0,No Buy,1,2
0.99,Buy,26,11
0.99,Buy,31,11
0,No Buy,7,4
0.99,Buy,1,2
0,No Buy,1,4
0,No Buy,1,5
0,No Buy,32,8
0,No Buy,1,4
0,No Buy,5,4
0,No Buy,7,3
0,No Buy,5,5
0,No Buy,3,12
0,No Buy,14,9
0,No Buy,3,2
0,No Buy,13,7
0,No Buy,44,18
0,No Buy,22,12
0,No Buy,3,3
0,No Buy,15,3
0,No Buy,15,10
0,No Buy,8,5
0,No Buy,1,3
0,No Buy,22,7
0,No Buy,33,4
0,No Buy,36,4
0,No Buy,32,10
0,No Buy,4,2
0,No Buy,1,2
0,No Buy,22,19
0,No Buy,9,7
0,No Buy,4,11
0,No Buy,1,8
0,No Buy,6,7
0,No Buy,4,3
0,No Buy,1,4
0,No Buy,4,4
0,No Buy,2,3
0,No Buy,1,3
0,No Buy,1,13
0,No Buy,2,6
0,No Buy,3,5
0,No Buy,6,9
0,No Buy,1,3
0,No Buy,35,14
0,No Buy,2,5
0.99,Buy,24,5
0,No Buy,7,5
0,No Buy,14,30
0,No Buy,1,5
0,No Buy,1,2
0,No Buy,7,5
0,No Buy,2,5
0,No Buy,16,9
0,No Buy,1,2
0,No Buy,27,9
0,No Buy,4,2
9.99,Buy,3,12
0.99,Buy,17,5
0,No Buy,4,10
0,No Buy,6,3
0,No Buy,17,12
0.99,Buy,2,2
0,No Buy,1,2
1.95,Buy,33,37
0.99,Buy,3,3
0.99,Buy,1,3
0.99,Buy,3,4
0.99,Buy,10,4
0,No Buy,1,4
0,No Buy,26,10
0,No Buy,1,5
0,No Buy,27,18
0,No Buy,2,5
0,No Buy,2,3
0,No Buy,2,2
0,No Buy,3,3
0,No Buy,1,5
0,No Buy,6,15
0,No Buy,2,3
0,No Buy,1,12
0,No Buy,2,3
0,No Buy,37,13
0,No Buy,1,2
0,No Buy,4,5
0,No Buy,3,9
0,No Buy,4,8
0,No Buy,9,3
0,No Buy,5,2
0,No Buy,8,4
0,No Buy,32,4
0,No Buy,6,4
0,No Buy,2,8
0,No Buy,11,4
0,No Buy,1,5
0,No Buy,5,5
0,No Buy,6,7
0,No Buy,7,6
0,No Buy,9,4
0,No Buy,3,5
0,No Buy,3,2
0.99,Buy,8,8
0.99,Buy,13,11
0.99,Buy,2,3
0.99,Buy,51,13
0.99,Buy,73,50
0,No Buy,30,10
0,No Buy,5,2
0,No Buy,4,3
0.99,Buy,4,4
0,No Buy,3,5
0.99,Buy,8,3
0,No Buy,1,4
0.99,Buy,7,5
0.99,Buy,28,15
0,No Buy,4,5
0.99,Buy,34,9
0,No Buy,3,4
9.99,Buy,7,9
0,No Buy,3,5
0,No Buy,11,3
0,No Buy,8,2
0,No Buy,1,3
0,No Buy,20,17
0,No Buy,1,4
0,No Buy,17,3
0,No Buy,8,7
0,No Buy,2,6
3.99,Buy,8,4
0,No Buy,4,4
0.99,Buy,15,11
0.99,Buy,123,24
0.99,Buy,15,9
0,No Buy,1,2
0.99,Buy,2,2
0,No Buy,10,4
0.99,Buy,143,33
0,No Buy,2,4
0,No Buy,4,5
0.99,Buy,15,3
0,No Buy,10,9
0,No Buy,21,9
0.99,Buy,30,5
0.99,Buy,18,8
0.99,Buy,66,7
0,No Buy,2,2
0.99,Buy,30,2
0.99,Buy,95,12
0.99,Buy,43,10
0,No Buy,4,12
0,No Buy,19,14
0,No Buy,23,10
0,No Buy,1,2
0.99,Buy,29,25
0,No Buy,2,4
0.99,Buy,3,3
0,No Buy,40,16
0,No Buy,10,7
0.99,Buy,64,19
0,No Buy,7,23
0,No Buy,1,7
0,No Buy,4,3
0,No Buy,2,6
0,No Buy,14,18
0,No Buy,1,6
0,No Buy,51,78
0,No Buy,6,16
0,No Buy,8,23
0,No Buy,25,41
0,No Buy,7,13
0,No Buy,1,5
0,No Buy,34,16
0,No Buy,4,12
2.95,Buy,3,6
0,No Buy,4,8
0,No Buy,2,6
0,No Buy,8,13
0,No Buy,7,18
0,No Buy,7,19
0,No Buy,1,6
0,No Buy,64,113
0,No Buy,47,32
0,No Buy,71,62
0,No Buy,66,76
0,No Buy,32,20
0,No Buy,1,2
0,No Buy,30,23
0.99,Buy,29,21
0.99,Buy,18,11
0.99,Buy,7,28
0,No Buy,6,3
0.99,Buy,1,2
0.99,Buy,38,28
0.99,Buy,19,14
11.99,Buy,9,18
0.99,Buy,1,4
0,No Buy,5,4
0.99,Buy,3,5
0.99,Buy,1,3
0.99,Buy,7,6
0.99,Buy,26,10
0,No Buy,2,2
0.99,Buy,1,5
11.99,Buy,20,29
0,No Buy,15,7
0.99,Buy,10,10
0,No Buy,6,5
0.99,Buy,12,18
0.99,Buy,1,2
1.29,Buy,63,13
0.99,Buy,3,3
0,No Buy,5,6
0,No Buy,9,10
0.99,Buy,2,2
0,No Buy,7,4
0,No Buy,1,2
0.99,Buy,4,2
0,No Buy,1,4
0.99,Buy,3,6
0,No Buy,4,5
0.99,Buy,18,21
0,No Buy,1,4
0,No Buy,2,2
0,No Buy,3,3
0,No Buy,6,8
0,No Buy,1,5
0,No Buy,1,6
0.99,Buy,52,3
0,No Buy,4,15
0,No Buy,3,3
1.99,Buy,3,3
0,No Buy,1,2
0,No Buy,10,7
0,No Buy,16,5
0,No Buy,1,2
0.99,Buy,12,8
0,No Buy,38,12
0.99,Buy,22,9
0.99,Buy,1,3
0,No Buy,8,3
0,No Buy,6,3
0.99,Buy,7,4
0,No Buy,2,2
0.99,Buy,8,4
0.99,Buy,8,5
0.99,Buy,1,2
0.99,Buy,8,6
0,No Buy,14,5
0,No Buy,2,4
0.99,Buy,31,13
0.99,Buy,15,15
1.99,Buy,29,14
0.99,Buy,1,2
0,No Buy,5,5
0,No Buy,1,2
0.99,Buy,2,2
0,No Buy,1,2
0,No Buy,12,7
0,No Buy,4,4
0,No Buy,40,20
1.99,Buy,2,4
0,No Buy,1,2
0,No Buy,1,2
0,No Buy,9,4
0,No Buy,26,5
0,No Buy,3,4
0,No Buy,1,3
0.99,Buy,90,37
4.99,Buy,54,29
0,No Buy,4,4
0,No Buy,1,2
0,No Buy,8,10
0,No Buy,31,6
0,No Buy,8,23
0,No Buy,2,4
0,No Buy,6,6
0,No Buy,5,14
0,No Buy,5,7
0,No Buy,6,13
0,No Buy,1,2
0,No Buy,3,5
29.99,Buy,2,9
0,No Buy,9,14
0,No Buy,2,2
0.99,Buy,16,2
0,No Buy,47,4
0.99,Buy,4,2
0.99,Buy,80,5
0,No Buy,4,2
0.99,Buy,1,2
0,No Buy,1,2
0.99,Buy,29,4
0.99,Buy,25,3
0.99,Buy,1,2
0.99,Buy,56,4
0.99,Buy,1,2
0.99,Buy,1,2
0.99,Buy,24,3
0,No Buy,2,2
0.99,Buy,16,2
0.99,Buy,27,2
0.99,Buy,46,3
0,No Buy,6,2
0.99,Buy,27,3
0.99,Buy,18,2
0.99,Buy,17,2
0.99,Buy,47,3
0.99,Buy,7,2
0.99,Buy,4,2
0.99,Buy,3,2
0.99,Buy,1,2
0.99,Buy,2,2
0.99,Buy,32,4
0,No Buy,1,2
0.99,Buy,6,2
0.99,Buy,3,2
0.99,Buy,1,2
0.99,Buy,16,2
0.99,Buy,34,4
0.99,Buy,5,2
0,No Buy,21,3
0.99,Buy,40,3
0,No Buy,2,4
0,No Buy,1,3
0,No Buy,1,4
0,No Buy,14,3
0,No Buy,1,5
0,No Buy,1,3
0,No Buy,22,8
0,No Buy,22,12
0,No Buy,1,5
0,No Buy,9,7
0,No Buy,1,2
0,No Buy,1,2
0,No Buy,2,4
0,No Buy,3,7
0,No Buy,9,8
0,No Buy,11,8
0,No Buy,2,2
0,No Buy,2,2
0,No Buy,1,2
0,No Buy,1,2
0,No Buy,5,5
0,No Buy,3,8
0,No Buy,1,2
0,No Buy,10,5
0.99,Buy,47,6
0,No Buy,4,4
0,No Buy,10,5
0,No Buy,13,4
0,No Buy,1,3
0,No Buy,5,6
0,No Buy,12,3
0,No Buy,11,7
0,No Buy,2,2
0,No Buy,10,7
0,No Buy,2,2
0,No Buy,1,3
0,No Buy,13,5
0,No Buy,57,36
0,No Buy,4,6
0,No Buy,3,2
0,No Buy,3,2
0,No Buy,4,8
1.29,Buy,76,35
0,No Buy,4,12
0.99,Buy,28,12
0,No Buy,7,5
0,No Buy,41,16
0,No Buy,2,3
0,No Buy,1,2
0,No Buy,117,34
0,No Buy,1,2
0.99,Buy,23,17
0.99,Buy,10,9
0,No Buy,9,3
0.99,Buy,7,5
0.99,Buy,2,7
0.99,Buy,2,5
0.99,Buy,7,9
0,No Buy,16,8
0,No Buy,5,14
0,No Buy,2,5
0,No Buy,20,5
0,No Buy,3,3
0,No Buy,1,4
0,No Buy,1,2
0,No Buy,2,5
0,No Buy,63,61
0,No Buy,7,5
0,No Buy,1,2
0,No Buy,2,8
0,No Buy,1,5
0,No Buy,3,4
0,No Buy,4,9
0,No Buy,1,4
0,No Buy,1,10
0,No Buy,1,1
0,No Buy,14,10
0,No Buy,20,16
0,No Buy,1,7
0,No Buy,1,3
0,No Buy,1,4
0,No Buy,4,5
0,No Buy,4,7
0,No Buy,4,4
0,No Buy,5,8
0,No Buy,5,8
0,No Buy,5,11
0,No Buy,2,2
0,No Buy,5,4
0,No Buy,5,4
0,No Buy,8,5
0,No Buy,3,2
0,No Buy,12,8
0,No Buy,3,3
0,No Buy,1,6
0,No Buy,15,38
0,No Buy,2,29
0,No Buy,1,5
0,No Buy,9,15
0,No Buy,1,2
0,No Buy,5,2
0,No Buy,3,3
0,No Buy,4,4
0,No Buy,10,6
0,No Buy,3,4
0,No Buy,36,3
0,No Buy,21,9
0,No Buy,24,10
0,No Buy,1,8
0,No Buy,2,5
0,No Buy,1,5
0,No Buy,3,2
0,No Buy,1,3
0,No Buy,10,9
0.99,Buy,7,7
0,No Buy,34,25
0,No Buy,47,27
0,No Buy,2,4
0,No Buy,55,54
0,No Buy,1,4
0,No Buy,21,5
0,No Buy,26,17
0,No Buy,6,9
0,No Buy,32,8
0,No Buy,13,9
0,No Buy,2,1
0,No Buy,14,6
0,No Buy,8,2
14.99,Buy,2,19
0,No Buy,17,18
0.99,Buy,2,4
0.99,Buy,57,17
0,No Buy,15,18
0.99,Buy,10,7
0,No Buy,1,2
0,No Buy,3,1
0,No Buy,21,7
0,No Buy,5,8
0,No Buy,8,9
0.99,Buy,11,14
0,No Buy,2,7
0.99,Buy,4,6
0.99,Buy,57,27
0,No Buy,2,5
0,No Buy,26,11
0,No Buy,4,5
0,No Buy,8,10
0,No Buy,2,4
0,No Buy,11,9
0,No Buy,2,3
0,No Buy,3,3
0,No Buy,5,20
0,No Buy,2,11
0,No Buy,29,25
0,No Buy,17,5
0,No Buy,1,5
0.99,Buy,3,6
0.99,Buy,16,9
0,No Buy,2,5
0,No Buy,5,4
0,No Buy,9,7
0,No Buy,1,2
0,No Buy,2,2
0.99,Buy,3,5
0.99,Buy,1,2
0,No Buy,2,6
0,No Buy,10,16
0,No Buy,6,8
0.99,Buy,6,2
1.29,Buy,2,3
0.99,Buy,4,3
0,No Buy,28,14
0,No Buy,1,4
0.99,Buy,5,4
0.99,Buy,1,2
0.99,Buy,16,13
0,No Buy,1,6
0.99,Buy,1,2
0,No Buy,12,5
0.99,Buy,19,13
0.99,Buy,1,2
0,No Buy,3,2
0.99,Buy,7,10
0,No Buy,2,7
0.99,Buy,3,3
0.99,Buy,27,14
0.99,Buy,2,3
0.99,Buy,1,3
0.99,Buy,2,5
0.99,Buy,1,3
0.99,Buy,14,9
0,No Buy,1,2
0,No Buy,35,58
0.99,Buy,21,12
0.99,Buy,2,4
0,No Buy,1,2
0.99,Buy,14,8
0.99,Buy,11,4
0.99,Buy,1,4
0,No Buy,12,15
0,No Buy,3,4
0,No Buy,29,28
0,No Buy,12,14
0,No Buy,6,4
0.99,Buy,24,18
0,No Buy,63,11
0,No Buy,3,13
0.99,Buy,14,6
0,No Buy,4,4
0.99,Buy,8,9
0,No Buy,3,3
0,No Buy,6,10
0,No Buy,55,4
0,No Buy,13,3
0,No Buy,1,2
0,No Buy,8,3
0,No Buy,9,6
0,No Buy,29,3
0,No Buy,11,5
0,No Buy,6,4
0,No Buy,8,6
0,No Buy,1,3
0,No Buy,1,3
0.99,Buy,4,5
0,No Buy,1,3
0.99,Buy,22,10
0,No Buy,53,11
0,No Buy,1,4
0,No Buy,4,12
0,No Buy,4,5
0,No Buy,15,13
0,No Buy,5,5
0,No Buy,10,8
0,No Buy,26,29
0,No Buy,1,2
0,No Buy,9,16
0,No Buy,5,14
0,No Buy,1,6
0,No Buy,2,9
0.99,Buy,17,7
0,No Buy,1,5
0,No Buy,1,3
0,No Buy,1,6
0,No Buy,2,5
0,No Buy,8,3
0,No Buy,2,2
0,No Buy,2,4
0,No Buy,1,1
0,No Buy,71,8
0.99,Buy,7,6
0.99,Buy,1,2
0.99,Buy,34,29
9.99,Buy,2,10
0,No Buy,1,4
0.99,Buy,12,14
0.99,Buy,28,25
0.99,Buy,3,3
0.99,Buy,2,7
0.99,Buy,5,3
0.99,Buy,79,39
0,No Buy,2,4
0,No Buy,3,2
0,No Buy,12,3
0.99,Buy,50,20
0,No Buy,1,4
0,No Buy,1,4
0,No Buy,2,4
0,No Buy,1,3
0,No Buy,9,6
0,No Buy,1,3
0,No Buy,1,5
0,No Buy,1,2
0,No Buy,7,4
0,No Buy,3,11
0,No Buy,6,6
0,No Buy,5,6
9.99,Buy,3,4
9.99,Buy,17,20
0.99,Buy,19,5
0,No Buy,2,5
0.99,Buy,6,4
0.99,Buy,45,13
0,No Buy,1,5
0.99,Buy,61,29
0.99,Buy,15,8
0,No Buy,29,4
9.99,Buy,6,6
0,No Buy,9,9
0,No Buy,25,8
0,No Buy,4,6
0,No Buy,5,4
0,No Buy,3,5
0,No Buy,12,7
0,No Buy,14,8
0,No Buy,3,4
0,No Buy,4,2
0,No Buy,22,17
0,No Buy,27,7
0,No Buy,1,4
0,No Buy,11,11
0,No Buy,2,2
0,No Buy,13,19
0,No Buy,13,25
0,No Buy,8,8
0,No Buy,3,5
4.99,Buy,4,7
0,No Buy,4,8
0,No Buy,2,4
0,No Buy,1,2
0,No Buy,58,24
0,No Buy,15,19
0,No Buy,2,4
0,No Buy,7,11
0,No Buy,1,3
0,No Buy,7,18
0,No Buy,5,9
0,No Buy,6,7
0,No Buy,4,6
0,No Buy,3,4
0,No Buy,4,6
0,No Buy,2,4
0,No Buy,6,13
0,No Buy,1,6
0,No Buy,5,4
0,No Buy,6,8
0,No Buy,7,16
0,No Buy,3,5
0,No Buy,3,5
0,No Buy,48,23
0,No Buy,10,12
0,No Buy,2,6
0,No Buy,1,2
0.99,Buy,1,2
0,No Buy,8,3
0.99,Buy,1,3
0.99,Buy,11,15
0.99,Buy,7,4
0.99,Buy,4,4
0.99,Buy,6,4
0.99,Buy,1,2
0,No Buy,7,3
0.99,Buy,9,6
0.99,Buy,4,7
0.99,Buy,8,7
0.99,Buy,1,2
0,No Buy,1,2
0.99,Buy,3,7
0.99,Buy,5,3
0.99,Buy,3,3
0.99,Buy,5,3
0.99,Buy,8,8
0,No Buy,9,27
0,No Buy,6,13
0.99,Buy,1,4
0.99,Buy,22,23
0.99,Buy,18,10
0.99,Buy,2,4
0.99,Buy,7,4
9.99,Buy,1,13
0.99,Buy,1,4
0.99,Buy,1,3
0.99,Buy,20,11
0.99,Buy,8,3
0.99,Buy,8,11
0.99,Buy,2,3
0.99,Buy,10,15
